Brand,Model,Fuel_Type,Horsepower,CO2_g_km,MSRP_USD,Country,Month,Sales_Volume
Toyota,Model A,Electric,343,223,80930,Spain,2020-06-30,721
Honda,Model B,Diesel,354,155,118990,Germany,2020-06-30,1185
Mercedes,Model B,Petrol,464,61,73351,Brazil,2020-06-30,905
Toyota,Model D,Hybrid,302,228,87895,Brazil,2020-06-30,1734
Toyota,Model D,Electric,191,167,73050,UK,2020-06-30,1094
Audi,Model E,Hybrid,452,124,18895,Italy,2020-06-30,354
Toyota,Model C,Diesel,339,98,59386,France,2020-06-30,25
Mercedes,Model D,Electric,266,145,37860,Canada,2020-06-30,272
Volkswagen,Model C,Electric,458,135,92487,Germany,2020-06-30,1882
Mercedes,Model A,Electric,266,172,54833,UK,2020-06-30,742
Honda,Model B,Hybrid,121,72,108944,USA,2020-06-30,1724
Ford,Model C,Petrol,446,75,27552,Japan,2020-06-30,829
Ford,Model E,Hybrid,213,132,38943,China,2020-06-30,996
Ford,Model C,Diesel,265,243,86072,UK,2020-06-30,1445
Ford,Model B,Electric,132,132,49572,Brazil,2020-06-30,1465
BMW,Model B,Diesel,316,160,105653,China,2020-06-30,820
Volkswagen,Model E,Hybrid,98,162,104706,USA,2020-06-30,1957
Toyota,Model A,Electric,304,182,101804,Japan,2020-06-30,819
BMW,Model A,Hybrid,99,75,69471,UK,2020-06-30,1239
BMW,Model C,Petrol,142,159,54049,Italy,2020-06-30,1906
Kia,Model E,Petrol,371,97,29671,Spain,2020-06-30,351
BMW,Model E,Diesel,109,118,62144,Japan,2020-06-30,1944
Mercedes,Model A,Petrol,78,77,78370,France,2020-06-30,269
BMW,Model A,Petrol,88,206,34077,China,2020-06-30,1874
Mercedes,Model B,Electric,104,169,112769,USA,2020-06-30,1292
Ford,Model E,Electric,493,126,21774,China,2020-06-30,115
Ford,Model E,Electric,150,151,119981,Italy,2020-06-30,1985
Kia,Model A,Hybrid,122,57,33525,France,2020-06-30,1429
Toyota,Model E,Hybrid,295,242,48874,UK,2020-06-30,858
Ford,Model E,Hybrid,453,64,108906,Japan,2020-06-30,810
Honda,Model A,Hybrid,107,92,25917,Spain,2020-06-30,803
Volkswagen,Model A,Diesel,230,80,74929,Canada,2020-06-30,83
Audi,Model A,Hybrid,121,193,106462,Italy,2020-06-30,253
Kia,Model A,Petrol,149,243,94942,Brazil,2020-06-30,1934
Audi,Model B,Diesel,306,158,44337,Italy,2020-06-30,1873
BMW,Model A,Electric,480,65,76919,Germany,2020-06-30,345
Ford,Model E,Hybrid,332,248,58556,Brazil,2020-06-30,270
BMW,Model A,Diesel,364,206,104361,Canada,2020-06-30,1776
Kia,Model D,Electric,181,53,85354,China,2020-06-30,1123
Nissan,Model E,Petrol,173,247,42237,Canada,2020-06-30,1398
Kia,Model E,Petrol,368,229,62596,Canada,2020-06-30,1724
Nissan,Model B,Electric,462,82,75908,UK,2020-06-30,820
Kia,Model D,Petrol,352,67,41492,USA,2020-06-30,635
Mercedes,Model B,Diesel,157,189,70402,Japan,2020-06-30,764
Mercedes,Model C,Hybrid,200,184,118421,USA,2020-06-30,1018
Toyota,Model C,Petrol,360,132,118207,Japan,2020-06-30,1869
Kia,Model E,Hybrid,437,207,115526,France,2020-06-30,1153
Honda,Model B,Petrol,346,200,68312,USA,2020-06-30,355
Audi,Model B,Hybrid,459,205,74719,France,2020-06-30,1512
Audi,Model A,Hybrid,410,225,70259,Germany,2020-06-30,763
Volkswagen,Model B,Hybrid,221,74,19327,USA,2020-06-30,748
BMW,Model C,Electric,348,110,38237,Spain,2020-06-30,1582
Nissan,Model D,Electric,284,192,52392,Spain,2020-06-30,1962
Ford,Model E,Diesel,119,80,36732,Italy,2020-06-30,118
Kia,Model C,Petrol,170,108,97890,France,2020-06-30,681
Honda,Model A,Diesel,214,69,23647,Spain,2020-06-30,1334
Mercedes,Model E,Hybrid,416,179,78315,UK,2020-06-30,375
Audi,Model D,Hybrid,160,182,63657,UK,2020-06-30,1670
Honda,Model A,Petrol,310,223,83190,Japan,2020-06-30,855
Hyundai,Model A,Diesel,391,228,50602,France,2020-06-30,258
Mercedes,Model A,Petrol,373,61,73109,Brazil,2020-06-30,7
Volkswagen,Model E,Petrol,446,66,82863,Brazil,2020-06-30,1792
BMW,Model B,Electric,357,59,102538,Italy,2020-06-30,978
BMW,Model A,Hybrid,381,80,114619,Canada,2020-06-30,1858
Honda,Model C,Electric,232,61,65130,UK,2020-06-30,1209
Nissan,Model C,Petrol,410,233,33775,Italy,2020-06-30,1609
Toyota,Model B,Petrol,387,90,15505,Germany,2020-06-30,940
Toyota,Model D,Diesel,203,230,66713,Brazil,2020-06-30,260
BMW,Model C,Petrol,225,182,37370,Italy,2020-06-30,614
Ford,Model D,Electric,444,74,35713,USA,2020-06-30,1333
Nissan,Model C,Petrol,361,247,90115,Spain,2020-06-30,12
Hyundai,Model C,Hybrid,437,103,30680,China,2020-06-30,791
Honda,Model E,Petrol,198,117,75517,Spain,2020-06-30,597
BMW,Model D,Hybrid,284,144,109345,Spain,2020-06-30,1692
Mercedes,Model C,Diesel,335,113,100129,Brazil,2020-06-30,1316
Volkswagen,Model C,Hybrid,297,180,103491,Brazil,2020-06-30,661
BMW,Model A,Diesel,384,111,94222,France,2020-06-30,773
BMW,Model E,Diesel,84,93,70183,USA,2020-06-30,882
BMW,Model A,Electric,300,131,87568,Brazil,2020-06-30,1234
Kia,Model E,Petrol,278,86,60252,Brazil,2020-06-30,1036
Hyundai,Model A,Hybrid,334,132,99505,Brazil,2020-06-30,1897
BMW,Model E,Electric,175,72,21583,Italy,2020-06-30,638
Toyota,Model E,Hybrid,260,243,19494,Canada,2020-06-30,1633
Audi,Model C,Hybrid,328,117,107951,Italy,2020-06-30,1728
Mercedes,Model C,Petrol,303,127,94405,Canada,2020-06-30,1438
Mercedes,Model D,Electric,298,166,21257,Germany,2020-06-30,1622
Audi,Model B,Diesel,107,96,19420,China,2020-06-30,1933
Kia,Model A,Electric,274,232,75637,Canada,2020-06-30,1670
Audi,Model C,Diesel,318,122,19313,Japan,2020-06-30,1205
Audi,Model B,Diesel,308,175,116510,UK,2020-06-30,269
Hyundai,Model A,Electric,143,238,117646,UK,2020-06-30,1043
Kia,Model A,Electric,293,68,21472,Brazil,2020-06-30,824
BMW,Model A,Diesel,134,196,61108,Brazil,2020-06-30,1994
Hyundai,Model D,Diesel,203,50,20025,France,2020-06-30,53
Kia,Model D,Petrol,447,140,51553,Canada,2020-06-30,878
Audi,Model D,Electric,346,203,49377,Italy,2020-06-30,103
Nissan,Model C,Diesel,335,160,82200,China,2020-06-30,1906
Audi,Model A,Diesel,363,88,54951,China,2020-06-30,656
BMW,Model B,Hybrid,437,230,24762,UK,2020-06-30,1662
Audi,Model B,Petrol,467,120,37040,Canada,2020-06-30,5
Honda,Model D,Petrol,206,171,103501,UK,2020-06-30,1685
Kia,Model D,Petrol,105,216,18077,Spain,2020-06-30,722
Audi,Model D,Electric,435,177,118768,Italy,2020-06-30,303
BMW,Model B,Petrol,179,183,115994,Brazil,2020-06-30,684
Hyundai,Model D,Hybrid,316,112,77049,Germany,2020-06-30,719
Kia,Model C,Diesel,94,226,101883,China,2020-06-30,1944
Ford,Model E,Electric,444,150,37655,USA,2020-06-30,43
Volkswagen,Model E,Electric,162,243,79273,Brazil,2020-06-30,928
Ford,Model E,Electric,459,239,102081,UK,2020-06-30,1438
Volkswagen,Model B,Electric,343,68,67232,Japan,2020-06-30,556
Ford,Model E,Diesel,220,111,75380,Italy,2020-06-30,1818
Ford,Model B,Electric,147,226,101903,France,2020-06-30,1438
Honda,Model C,Petrol,196,61,68666,UK,2020-06-30,1846
Mercedes,Model E,Electric,341,207,103001,China,2020-06-30,434
Audi,Model A,Petrol,324,96,77689,Spain,2020-06-30,1313
Toyota,Model E,Diesel,371,242,113302,France,2020-06-30,96
Audi,Model B,Hybrid,302,62,26200,Brazil,2020-06-30,1762
Hyundai,Model A,Diesel,491,61,45923,Italy,2020-06-30,71
Honda,Model A,Hybrid,417,199,79478,Canada,2020-06-30,918
Toyota,Model E,Diesel,435,152,104952,USA,2020-06-30,579
Hyundai,Model A,Petrol,261,242,78495,Brazil,2020-06-30,548
Audi,Model B,Hybrid,293,101,35875,Spain,2020-06-30,205
Ford,Model C,Hybrid,219,70,119985,Brazil,2020-06-30,7
Honda,Model E,Electric,434,154,83151,UK,2020-06-30,1971
Honda,Model C,Hybrid,134,177,106889,China,2020-06-30,1843
Honda,Model E,Hybrid,249,74,116459,USA,2020-06-30,1357
Kia,Model E,Hybrid,293,108,84214,Japan,2020-06-30,1585
Toyota,Model D,Diesel,262,226,31993,USA,2020-06-30,65
Ford,Model D,Electric,177,130,66647,Brazil,2020-06-30,367
Kia,Model A,Hybrid,115,57,97706,Japan,2020-06-30,525
Audi,Model B,Diesel,243,234,77658,UK,2020-06-30,573
Hyundai,Model C,Petrol,125,208,31012,Germany,2020-06-30,914
Honda,Model C,Electric,299,129,16016,Brazil,2020-06-30,1958
Nissan,Model B,Petrol,356,242,20677,Brazil,2020-06-30,1135
Hyundai,Model C,Electric,156,64,22175,Spain,2020-06-30,1859
Ford,Model E,Hybrid,485,122,98416,China,2020-06-30,955
Nissan,Model E,Electric,462,222,95300,Brazil,2020-06-30,1433
Ford,Model B,Hybrid,235,219,18681,Canada,2020-06-30,1877
Volkswagen,Model D,Diesel,147,52,72203,Japan,2020-06-30,1592
Kia,Model C,Petrol,334,61,77090,France,2020-06-30,956
Hyundai,Model A,Diesel,219,184,46010,Japan,2020-06-30,217
Ford,Model A,Hybrid,101,160,110804,Brazil,2020-06-30,622
Mercedes,Model A,Electric,408,213,83738,Brazil,2020-06-30,1943
Hyundai,Model D,Petrol,484,152,101729,China,2020-06-30,298
Ford,Model D,Diesel,351,146,61474,Brazil,2020-06-30,308
Honda,Model A,Diesel,456,139,29702,USA,2020-06-30,961
Nissan,Model C,Hybrid,185,73,106406,Spain,2020-06-30,1855
Honda,Model E,Petrol,436,145,53494,USA,2020-06-30,1373
Ford,Model C,Hybrid,293,174,23376,USA,2020-06-30,1343
Toyota,Model A,Hybrid,411,232,94049,Italy,2020-06-30,1435
Toyota,Model D,Electric,181,193,86275,Japan,2020-06-30,631
Toyota,Model B,Electric,134,239,49885,France,2020-06-30,897
Volkswagen,Model E,Petrol,283,246,111102,Japan,2020-06-30,121
Ford,Model D,Electric,357,68,100708,USA,2020-06-30,451
Audi,Model A,Electric,291,96,59505,China,2020-06-30,675
Volkswagen,Model C,Hybrid,72,98,79082,Canada,2020-06-30,1376
Ford,Model B,Petrol,432,138,43553,Canada,2020-06-30,1577
BMW,Model A,Petrol,266,106,26420,Japan,2020-06-30,134
Honda,Model A,Hybrid,198,105,106398,Germany,2020-06-30,721
Hyundai,Model A,Electric,109,113,106763,Italy,2020-06-30,1983
BMW,Model B,Hybrid,339,91,100730,Canada,2020-06-30,808
Toyota,Model E,Hybrid,116,157,93827,Canada,2020-06-30,435
BMW,Model B,Diesel,147,63,28649,Germany,2020-06-30,354
BMW,Model D,Hybrid,263,115,96423,China,2020-06-30,1046
Ford,Model B,Diesel,385,197,90609,USA,2020-06-30,945
Kia,Model A,Diesel,373,244,80579,USA,2020-06-30,1936
Hyundai,Model E,Diesel,330,93,32963,Germany,2020-06-30,976
Volkswagen,Model D,Hybrid,160,133,36350,China,2020-06-30,1912
Volkswagen,Model E,Hybrid,206,80,117374,Germany,2020-06-30,841
Ford,Model B,Petrol,76,128,118620,Japan,2020-06-30,1620
BMW,Model C,Hybrid,152,132,111129,UK,2020-06-30,663
Kia,Model D,Electric,497,223,35305,France,2020-06-30,412
Volkswagen,Model C,Electric,368,155,28500,Germany,2020-06-30,331
Ford,Model C,Diesel,165,176,75079,France,2020-06-30,904
Mercedes,Model C,Electric,457,136,76376,Japan,2020-06-30,663
Mercedes,Model C,Petrol,308,161,26107,UK,2020-06-30,1458
Mercedes,Model B,Diesel,417,198,111214,Spain,2020-06-30,1487
Mercedes,Model C,Hybrid,437,57,69172,Japan,2020-06-30,1968
Nissan,Model A,Petrol,331,238,92883,USA,2020-06-30,152
Volkswagen,Model A,Diesel,304,244,119132,Canada,2020-06-30,1011
Mercedes,Model C,Electric,332,52,72502,China,2020-06-30,349
Nissan,Model A,Electric,429,89,53435,France,2020-06-30,425
Nissan,Model B,Diesel,277,132,69631,Japan,2020-06-30,403
Volkswagen,Model E,Electric,430,198,90568,France,2020-06-30,1532
BMW,Model D,Hybrid,148,89,22211,Spain,2020-06-30,193
Nissan,Model D,Hybrid,465,104,90331,China,2020-06-30,1492
Honda,Model B,Electric,199,195,60347,China,2020-06-30,229
Ford,Model D,Petrol,403,129,70730,Spain,2020-06-30,1354
Toyota,Model E,Petrol,188,197,26591,France,2020-06-30,1876
Hyundai,Model A,Petrol,117,159,22059,Spain,2020-06-30,894
Volkswagen,Model B,Hybrid,145,136,23720,Japan,2020-06-30,696
Nissan,Model D,Hybrid,297,85,108712,Canada,2020-06-30,475
Ford,Model D,Petrol,490,167,110921,Canada,2020-06-30,746
Kia,Model A,Diesel,291,133,93060,Canada,2020-06-30,38
Toyota,Model C,Hybrid,115,216,87955,Italy,2020-06-30,1122
Audi,Model B,Petrol,255,134,30996,Japan,2020-06-30,1539
Audi,Model B,Petrol,317,151,103747,Brazil,2020-06-30,419
Mercedes,Model C,Diesel,360,73,37287,Canada,2020-06-30,792
BMW,Model B,Hybrid,141,183,35899,Brazil,2020-06-30,1387
Ford,Model B,Hybrid,458,245,66610,Canada,2020-06-30,435
BMW,Model C,Petrol,328,237,70504,China,2020-06-30,35
Hyundai,Model D,Diesel,480,87,105562,Japan,2020-06-30,273
Hyundai,Model C,Diesel,174,104,16007,Germany,2020-06-30,495
Ford,Model D,Electric,222,218,23565,China,2020-06-30,1455
Volkswagen,Model B,Hybrid,240,162,119313,Japan,2020-06-30,1056
Ford,Model E,Electric,105,163,96243,UK,2020-06-30,982
Ford,Model E,Petrol,211,78,95104,USA,2020-06-30,171
Mercedes,Model A,Hybrid,159,229,93885,France,2020-06-30,6
Toyota,Model C,Hybrid,453,100,37690,Brazil,2020-06-30,1515
Volkswagen,Model D,Diesel,352,91,37189,UK,2020-06-30,782
Hyundai,Model B,Petrol,492,235,51482,UK,2020-06-30,1880
Kia,Model B,Electric,271,190,119794,Italy,2020-06-30,1780
Hyundai,Model B,Diesel,314,183,47429,China,2020-06-30,396
Kia,Model B,Diesel,461,244,20480,Germany,2020-06-30,1898
Nissan,Model E,Hybrid,272,59,64749,Japan,2020-06-30,1750
BMW,Model B,Diesel,396,173,72786,France,2020-06-30,125
Ford,Model E,Hybrid,434,65,50477,France,2020-06-30,519
Hyundai,Model C,Diesel,116,63,30867,UK,2020-06-30,800
Nissan,Model A,Petrol,102,229,45040,USA,2020-06-30,1438
Nissan,Model C,Diesel,112,107,113764,USA,2020-06-30,660
Kia,Model B,Hybrid,343,140,32614,Japan,2020-06-30,398
Ford,Model C,Hybrid,477,189,48058,Italy,2020-06-30,842
Audi,Model E,Electric,430,249,49997,USA,2020-06-30,1300
Honda,Model A,Diesel,278,118,81023,China,2020-06-30,1265
Audi,Model E,Petrol,130,141,91658,USA,2020-06-30,1676
Mercedes,Model C,Diesel,71,52,105224,China,2020-06-30,39
BMW,Model C,Diesel,494,206,80550,Canada,2020-06-30,1673
Ford,Model D,Electric,71,149,97005,USA,2020-06-30,306
Kia,Model E,Diesel,309,132,85297,France,2020-06-30,350
Volkswagen,Model B,Petrol,279,207,47844,Spain,2020-06-30,845
Audi,Model D,Petrol,474,145,114997,Germany,2020-06-30,553
Nissan,Model B,Diesel,319,202,110639,USA,2020-06-30,1112
Ford,Model A,Electric,262,146,70199,Germany,2020-06-30,1713
Mercedes,Model E,Hybrid,440,217,88722,USA,2020-06-30,979
BMW,Model B,Electric,305,128,57739,USA,2020-06-30,1177
Audi,Model E,Hybrid,221,145,29594,USA,2020-06-30,1395
Honda,Model D,Electric,431,159,30827,Canada,2020-06-30,238
Audi,Model A,Petrol,205,102,117911,France,2020-06-30,1143
Ford,Model A,Petrol,138,107,97067,Japan,2020-06-30,1298
Kia,Model D,Petrol,220,96,37223,Italy,2020-06-30,1794
Volkswagen,Model E,Hybrid,309,186,35691,Canada,2020-06-30,1309
Volkswagen,Model C,Hybrid,139,168,75992,Germany,2020-06-30,1068
Audi,Model C,Petrol,89,104,18464,USA,2020-06-30,1956
Kia,Model B,Petrol,496,205,119758,Canada,2020-06-30,1092
Hyundai,Model B,Diesel,460,170,71717,Japan,2020-06-30,424
Audi,Model D,Diesel,120,73,97630,Spain,2020-06-30,657
Nissan,Model B,Electric,280,100,55468,Italy,2020-06-30,700
Nissan,Model B,Electric,457,156,116076,Germany,2020-06-30,848
Volkswagen,Model C,Electric,289,102,34249,Canada,2020-06-30,1622
Volkswagen,Model C,Electric,76,172,67127,Japan,2020-06-30,229
BMW,Model E,Hybrid,160,109,17943,Japan,2020-06-30,375
Kia,Model C,Hybrid,279,217,119673,Canada,2020-06-30,564
Ford,Model C,Diesel,119,212,79170,USA,2020-06-30,1687
Mercedes,Model D,Diesel,89,103,15752,UK,2020-06-30,1120
Ford,Model E,Diesel,487,210,85871,China,2020-06-30,1853
Volkswagen,Model E,Electric,182,73,113170,UK,2020-06-30,920
BMW,Model E,Petrol,301,152,52278,Brazil,2020-06-30,1761
Mercedes,Model C,Petrol,333,140,48295,Brazil,2020-06-30,970
Kia,Model E,Petrol,312,146,71415,UK,2020-06-30,1582
Volkswagen,Model A,Petrol,112,51,97708,Italy,2020-06-30,31
Kia,Model D,Hybrid,323,156,94313,China,2020-06-30,1948
Ford,Model A,Diesel,153,142,30040,China,2020-06-30,1659
Kia,Model B,Diesel,100,132,17214,Spain,2020-06-30,1719
Volkswagen,Model B,Diesel,216,78,102992,UK,2020-06-30,875
BMW,Model E,Diesel,191,226,82384,Canada,2020-06-30,1193
Honda,Model A,Diesel,309,192,59216,China,2020-06-30,726
Ford,Model A,Hybrid,195,176,50746,UK,2020-06-30,1911
Kia,Model A,Hybrid,146,181,87866,Spain,2020-06-30,1741
Mercedes,Model C,Diesel,242,184,73464,Germany,2020-06-30,1788
Honda,Model A,Diesel,478,223,56040,UK,2020-06-30,860
Hyundai,Model B,Petrol,332,122,63659,USA,2020-06-30,1377
Mercedes,Model B,Electric,287,157,78177,UK,2020-06-30,1859
Audi,Model B,Hybrid,453,127,95708,USA,2020-06-30,1887
Honda,Model D,Petrol,180,145,51248,France,2020-06-30,85
Hyundai,Model B,Petrol,185,170,22720,Spain,2020-06-30,1990
Toyota,Model D,Petrol,98,85,72659,USA,2020-06-30,4
Volkswagen,Model C,Electric,239,201,32635,Japan,2020-06-30,771
Volkswagen,Model D,Diesel,165,176,83079,Germany,2020-06-30,1493
Mercedes,Model B,Electric,341,92,65674,Italy,2020-06-30,761
Nissan,Model D,Electric,391,207,59185,Brazil,2020-06-30,174
Hyundai,Model A,Electric,466,69,82998,USA,2020-06-30,123
Nissan,Model E,Electric,491,136,92932,China,2020-06-30,1394
Nissan,Model B,Hybrid,112,59,37357,Japan,2020-06-30,1919
Toyota,Model C,Electric,236,197,94461,Japan,2020-06-30,1174
Kia,Model A,Hybrid,111,121,105717,Canada,2020-06-30,1314
Hyundai,Model B,Hybrid,450,110,103474,Germany,2020-06-30,1731
Honda,Model C,Hybrid,316,94,19429,Japan,2020-06-30,1020
Ford,Model C,Electric,338,172,73775,UK,2020-06-30,1748
Audi,Model E,Hybrid,345,243,36330,UK,2020-06-30,252
Ford,Model E,Electric,112,153,118103,UK,2020-06-30,1509
Kia,Model C,Hybrid,242,163,111999,Brazil,2020-06-30,1187
BMW,Model E,Petrol,260,112,60233,Brazil,2020-06-30,751
Hyundai,Model C,Electric,369,130,111180,China,2020-06-30,1499
BMW,Model A,Diesel,294,132,60211,Germany,2020-06-30,224
Honda,Model E,Hybrid,495,208,43916,China,2020-06-30,1385
Hyundai,Model C,Hybrid,310,185,22752,Spain,2020-06-30,608
Kia,Model E,Electric,459,57,33729,China,2020-06-30,1313
Toyota,Model B,Diesel,276,177,60367,France,2020-06-30,1573
Mercedes,Model D,Diesel,396,86,35721,Japan,2020-06-30,305
Volkswagen,Model B,Hybrid,240,220,99903,USA,2020-06-30,1284
Kia,Model B,Petrol,155,164,76304,UK,2020-06-30,395
Toyota,Model E,Hybrid,161,70,27059,France,2020-06-30,489
Ford,Model C,Electric,319,51,63117,Italy,2020-06-30,1551
Honda,Model A,Hybrid,123,86,22518,Spain,2020-06-30,948
Ford,Model D,Hybrid,403,114,69552,China,2020-06-30,906
Ford,Model C,Electric,386,167,48444,Germany,2020-06-30,1902
Ford,Model A,Diesel,490,197,65211,Japan,2020-06-30,951
Toyota,Model C,Petrol,480,74,15556,Canada,2020-06-30,473
Ford,Model B,Petrol,199,204,24308,Spain,2020-06-30,1393
Honda,Model D,Hybrid,401,80,83017,USA,2020-06-30,763
Nissan,Model E,Petrol,89,192,108776,China,2020-06-30,112
Volkswagen,Model B,Diesel,477,81,94041,Italy,2020-06-30,1925
Kia,Model D,Hybrid,136,63,34799,France,2020-06-30,89
Audi,Model D,Petrol,92,101,43327,Japan,2020-06-30,1571
Hyundai,Model C,Diesel,177,223,113633,Japan,2020-06-30,195
Toyota,Model E,Diesel,159,185,106490,Spain,2020-06-30,428
Hyundai,Model D,Hybrid,311,101,115636,Germany,2020-06-30,438
Kia,Model D,Diesel,148,224,52078,UK,2020-06-30,1475
Kia,Model B,Diesel,224,78,117379,Italy,2020-06-30,643
Audi,Model D,Diesel,145,166,107846,Canada,2020-06-30,1688
Hyundai,Model A,Electric,398,105,83626,China,2020-06-30,1577
Honda,Model C,Petrol,377,177,30948,France,2020-06-30,1840
BMW,Model C,Diesel,359,222,67660,Brazil,2020-06-30,418
Kia,Model B,Petrol,103,72,74959,USA,2020-06-30,520
BMW,Model C,Petrol,350,158,40270,Italy,2020-06-30,928
Kia,Model C,Hybrid,442,199,112600,Germany,2020-06-30,1945
Volkswagen,Model C,Petrol,89,129,59978,Brazil,2020-06-30,712
BMW,Model A,Diesel,490,100,103195,Italy,2020-06-30,192
Nissan,Model C,Diesel,212,114,62595,Japan,2020-06-30,1348
Toyota,Model C,Diesel,286,78,21950,Japan,2020-06-30,252
Audi,Model A,Electric,128,103,57669,Italy,2020-06-30,1298
Toyota,Model B,Petrol,240,186,77401,Germany,2020-06-30,398
Audi,Model B,Hybrid,410,73,82512,Japan,2020-06-30,1893
BMW,Model A,Petrol,221,146,43422,Spain,2020-06-30,973
Kia,Model A,Diesel,299,79,81097,USA,2020-06-30,209
Kia,Model E,Petrol,409,86,29582,USA,2020-06-30,1946
Nissan,Model E,Electric,234,78,18576,Spain,2020-06-30,1780
Hyundai,Model A,Diesel,178,80,71204,Spain,2020-06-30,730
Kia,Model E,Petrol,453,157,37426,Germany,2020-06-30,1384
Ford,Model B,Electric,289,114,43578,Italy,2020-06-30,1114
Volkswagen,Model C,Petrol,408,137,119975,Germany,2020-06-30,304
BMW,Model E,Petrol,286,217,93822,USA,2020-06-30,513
BMW,Model C,Hybrid,231,97,104391,Japan,2020-06-30,1453
Audi,Model B,Petrol,253,80,119103,USA,2020-06-30,300
Hyundai,Model B,Hybrid,381,68,116890,Canada,2020-06-30,1114
Nissan,Model C,Hybrid,90,131,97892,France,2020-06-30,309
Volkswagen,Model C,Diesel,78,74,84798,UK,2020-06-30,1909
Audi,Model D,Hybrid,126,218,86992,Italy,2020-06-30,305
Honda,Model D,Hybrid,308,135,116553,Germany,2020-06-30,446
Volkswagen,Model A,Petrol,131,154,112639,France,2020-06-30,225
Volkswagen,Model E,Petrol,134,178,15574,Canada,2020-06-30,817
Hyundai,Model E,Petrol,159,89,73040,Germany,2020-06-30,465
Volkswagen,Model C,Petrol,247,147,49230,Spain,2020-06-30,1186
Nissan,Model A,Petrol,272,61,70521,USA,2020-06-30,1785
Kia,Model E,Petrol,375,125,86637,USA,2020-06-30,1286
BMW,Model C,Electric,436,58,16086,Italy,2020-06-30,1371
Honda,Model B,Electric,346,129,118471,Canada,2020-06-30,1811
Kia,Model B,Hybrid,112,200,96600,Brazil,2020-06-30,1205
Audi,Model A,Petrol,93,138,25324,UK,2020-06-30,90
Kia,Model C,Petrol,378,211,25467,Germany,2020-06-30,647
Nissan,Model B,Electric,337,101,31565,Italy,2020-06-30,1389
Ford,Model C,Electric,430,207,25105,China,2020-06-30,1301
Kia,Model A,Electric,248,229,77383,Germany,2020-06-30,980
Volkswagen,Model B,Hybrid,474,141,52962,France,2020-06-30,1633
Kia,Model D,Hybrid,360,204,78120,China,2020-06-30,132
Mercedes,Model D,Hybrid,446,59,77006,Spain,2020-06-30,1903
Audi,Model D,Hybrid,263,114,49649,Italy,2020-06-30,1278
Mercedes,Model B,Hybrid,143,181,70777,Japan,2020-06-30,1846
Audi,Model E,Electric,97,182,43906,France,2020-06-30,572
Toyota,Model B,Hybrid,162,71,58902,USA,2020-06-30,26
Volkswagen,Model A,Hybrid,170,180,104765,USA,2020-06-30,1898
Volkswagen,Model D,Petrol,202,150,55367,France,2020-06-30,141
Volkswagen,Model A,Electric,261,59,104444,Canada,2020-06-30,611
Honda,Model E,Petrol,386,111,104191,Brazil,2020-06-30,573
Kia,Model C,Electric,163,206,18063,China,2020-06-30,1591
Toyota,Model A,Petrol,297,166,118027,Japan,2020-06-30,1071
